,time,price,change,volume,amount,type
0,09:25:01,15.8,-0.14,5093,8046940,卖盘
1,09:30:01,15.81,0.01,1995,3152529,买盘
2,09:30:05,15.81,0.0,2369,3744073,卖盘
3,09:30:07,15.83,0.02,1001,1582848,买盘
4,09:30:10,15.84,0.01,460,728019,买盘
5,09:30:13,15.85,0.01,163,258028,买盘
6,09:30:16,15.83,-0.02,375,593773,卖盘
7,09:30:19,15.84,0.01,722,1144384,买盘
8,09:30:21,15.83,-0.01,356,563907,卖盘
9,09:30:25,15.85,0.02,396,626935,买盘
10,09:30:28,15.84,-0.01,326,516357,买盘
11,09:30:31,15.84,0.0,821,1300404,买盘
12,09:30:33,15.84,0.0,434,687279,卖盘
13,09:30:37,15.84,0.0,740,1171226,买盘
14,09:30:40,15.85,0.01,351,555936,买盘
15,09:30:42,15.85,0.0,264,419176,买盘
16,09:30:46,15.86,0.01,409,648434,买盘
17,09:30:49,15.86,0.0,605,959455,买盘
18,09:30:52,15.86,0.0,643,1020153,卖盘
19,09:30:55,15.86,0.0,319,506351,卖盘
20,09:30:58,15.88,0.02,1033,1639591,买盘
21,09:31:01,15.88,0.0,520,825541,买盘
22,09:31:05,15.88,0.0,468,742969,买盘
23,09:31:07,15.88,0.0,848,1346259,卖盘
24,09:31:10,15.88,0.0,468,743127,卖盘
25,09:31:13,15.9,0.02,282,447844,买盘
26,09:31:16,15.88,-0.02,126,200199,卖盘
27,09:31:19,15.88,0.0,1237,1965575,卖盘
28,09:31:22,15.89,0.01,726,1152186,买盘
29,09:31:25,15.86,-0.03,433,687783,卖盘
30,09:31:28,15.88,0.02,426,676102,买盘
31,09:31:31,15.87,-0.01,918,1455934,中性盘
32,09:31:34,15.87,0.0,305,484071,买盘
33,09:31:37,15.87,0.0,339,537982,卖盘
34,09:31:40,15.86,-0.01,331,525057,卖盘
35,09:31:43,15.85,-0.01,427,676781,卖盘
36,09:31:46,15.85,0.0,330,522972,买盘
37,09:31:49,15.85,0.0,385,610014,买盘
38,09:31:52,15.84,-0.01,607,961706,买盘
39,09:31:55,15.83,-0.01,270,427928,卖盘
40,09:31:58,15.84,0.01,162,256593,买盘
41,09:32:01,15.84,0.0,113,178963,卖盘
42,09:32:05,15.83,-0.01,73,115605,卖盘
43,09:32:07,15.84,0.01,166,262944,买盘
44,09:32:10,15.83,-0.01,225,356314,卖盘
45,09:32:13,15.82,-0.01,764,1209768,卖盘
46,09:32:16,15.82,0.0,264,417793,卖盘
47,09:32:19,15.82,0.0,519,821301,卖盘
48,09:32:22,15.81,-0.01,292,461814,卖盘
49,09:32:25,15.8,-0.01,3144,4968247,卖盘
50,09:32:28,15.82,0.02,1646,2603528,买盘
51,09:32:31,15.8,-0.02,229,361833,卖盘
52,09:32:34,15.81,0.01,69,109062,买盘
